Title,Author
"US or China? Why Washington might not like Southeast Asian nations’ response. Amid growing Sino-US rivalry, Southeast Asian countries are stuck in the middle, enjoying Chinese economic aid and tech but also US military support. If America keeps making demands on them, it may simplify their choice when push comes to shove.",Mark J. Valencia
"As Donald Trump, Boris Johnson and other populists loosen the purse strings, what about the economy?. Politicians are promising to spend more or cut taxes to woo voters give central banks little wiggle room if the economy overheats. Investors will have to work hard to seek income in high-yield bonds, high-dividend equity or alternative assets.",Tai Hui
"State visit by Xi Jinping to North Korea can usher in new era of hope for peninsula. Stronger ties with Pyongyang would push the development plans of Kim Jong-un, improve chances of denuclearisation and send a welcome message to the US president",SCMP Editorial
"Prisoners online may adjust to life outside. If a proposal to give inmates tablet computers results in fewer people reoffending and ending up again behind bars, it should be seriously considered with sufficient safeguards",SCMP Editorial
"Don’t make police the enemy in wake of protests. Violent response of officers was triggered by those who came armed to confront them, and it is absurd and unfair to compare them with Nazi storm troopers",Alex Lo
"After the extradition protests, it’s time to be pro-Hong Kong, to fix the leadership crisis and liberate the city’s potential. The unprecedented protests have focused an avowedly apolitical and disparate city like never before. Hong Kong’s challenges run deep and can’t be addressed under the current system. Only a change that brings in critical voices can break the impasse.",Vijay Verghese
"US-China trade war is pushing the world economy closer to the edge. The longer it goes on, the harder it will be to undo the damage. Compared to pre-2008 crisis levels, world economic growth has already plummeted by half and is at risk of a long-term, hard-to-reverse stagnation. Returning to global integration and multilateral reconciliation could dramatically change the scenario.",Dan Steinbock
"China must draw the right lessons from Japan’s trade war with the US, and develop its technology. The Plaza Accord, which pushed up the yen, didn’t break the Japanese economy, which was in a good place to begin with. But China, which has a lower average income, can’t afford to make the same policy mistakes as Japan.",Andy Xie
"Business sector’s opposition to Hong Kong’s extradition bill should have sounded the alarm. International businesses have a strong role to China’s Belt and Road Initiative and Greater Bay Area plans. That the business sector, which tends to be pro-government and opposed the Occupy protests, voiced concerns about the bill should have been a wake-up call.",Johnny Patterson
"Protest is not just about extradition when Hong Kong youth feel they have no future and no voice. The government may have thought the sentiment behind Occupy was over and done with, but research shows that the feelings of alienation and dissatisfaction never left Hong Kong youth.",Kerry Kennedy
"Hong Kong’s extradition protests may have given Taiwan’s president, Tsai Ing-wen, a boost Beijing won’t appreciate. ",Cary Huang
"City’s housing needs must not be forgotten. The row of the extradition bill may be the focus of public attention, but amid the uproar the government still has to address livelihood issues and the shortage of flats",SCMP Editorial
Carrie Lam must exercise political wisdom and convince public of sincerity. Hong Kong’s leader has admitted government deficiencies in its handling of the extradition bill and now she has to act to restore calm and stability,SCMP Editorial
"What hope of a G20 Xi-Trump trade war breakthrough? Don’t hold your breath. Even with Xi and Trump now expected to meet at the G20, increased tension and rhetoric mean both sides appear braced for the worst. Tariffs are likely to remain in force, both US and China are likely to keep rates low and the yuan may slide further.",Aidan Yao
Ask law reform body to review extradition matter. Contentious issue should by taken up by the respected legal commission that could mediate between conflicting demands and interests of the community,Alex Lo
"As the US-China trade war bites, Hong Kong’s economic survival rests on its liberal values. Hong Kong must trim its dependence on its services sector, accelerate research and development, and open up new growth paths — and key to its economic survival are its fundamental values of personal and judicial freedoms.",Janet Pau
"How mum became the word in Hong Kong’s extradition protests. Whether used in support of the government or to castigate it, the potent symbol of motherhood has been animating speeches, memes and slogans. The problem is, it plays into China’s reductive narrative of Hong Kong as the prodigal son.",Charmaine Carvalho
"Despite extradition protests, China’s economic stimulus and US monetary policy easing leave Hong Kong well placed. China’s economic stimulus measures and the US Fed’s expected interest rate cut are likely to boost the Hang Seng Index, which in turn will support the Hong Kong dollar. Traders shorting the currency should rethink their strategy.",Neal Kimberley
"Hong Kong extradition and US immigration protests: two issues that show the people still have plenty of fight in them. Hongkongers and Americans are right to see recent actions on extradition and immigration as betrayals of principle, and their protests show how they will respond to a government that oversteps the mark.",Tom Plate
"Hong Kong’s extradition protests are yet another crisis of the government’s own making. In this and other mass rallies since 2003, Hongkongers are rising up in defence of their rights and freedoms only because their government can’t – or won’t – find its voice to defend the city’s core values against pressure from Beijing.",Michael C. Davis
"Typhoon season is round the corner and climate change is upon us – there’s no better time to get into green finance. The Hong Kong government’s issuance of a green bond is most timely, promoting awareness of climate change and increasing the city’s profile as a hub for green finance. Around the world, sustainable investment is also growing.",Helen Wong
"Hong Kong’s extradition turmoil won’t dampen the property market greatly – but China’s economy might. The city’s property market is correlated to the stock market, which remains robust. Moreover, demand from mainland investors continues to be strong while supply of residential and commercial space is limited.",Nicholas Spiro
"US and Iran must talk – directly or indirectly. With escalated tensions following the latest attack on oil tankers, there is every reason to heighten efforts for dialogue",SCMP Editorial
Hong Kong courts deliver justice with compassion. It is important that no one gets more or less than they deserve because of political background or status,SCMP Editorial
Taiwan politics helped change Lam’s mind over extradition bill. Leader was likely to have been made aware of Beijing’s alarm that her debacle in Hong Kong was being turned into major political capital for Tsai Ing-wen,Alex Lo
Urban farming plants seed of sustainability. The benefits of healthier produce and the social and economic impact are such that more people should embrace the practice.,SCMP Editorial
Decision to suspend extradition bill is a belated but right step forward. The move is expected to take some heat out of the raging crisis and hopefully help restore much-needed calm and stability to Hong Kong society,SCMP Editorial
"Personal sacrifices? Understanding? Carrie Lam is hopelessly out of touch with Hongkongers. The mass protests were born out of frustration at not being heard. The chief executive needs to remember that Hong Kong is hard to read, a blend of Chinese culture and democratic ideals, and the people do not see officials as parents who need to be obeyed.",Peter Kammerer
"Want some muscles ladies? Never mind the naysayers, just do it. Hong Kong women face some ridiculous expectations: they can get fit, but not too fit",Stephanie Tsui
"US-China rivalry makes rare earths a matter of national security, rather than economics. Should China, a major exporter of these minerals critical to US military capabilities, try to hold the US hostage by threatening a ban, it can be sure America will pay the price, however high, for alternatives.",David Dodwell
"Register would help cardiac arrest survival. With a low survival rate for out-of-hospital cardiac arrests in Hong Kong, any step that would lead to an improvement is a good public investment.",SCMP Editorial
"The Hong Kong government must do whatever it can to placate extradition row. The city cannot afford more chaos and confrontation, and the priority must be to restore social stability and confidence in our business environment.",SCMP Editorial
It’s not too late for Lam to change course on the extradition bill. Beijing is now insisting that the move to amend the city’s extradition laws was the Hong Kong government’s idea all along,Alex Lo
"Why I marched against the extradition bill alongside a million Hong Kong people. For my daughter, who asked me to. For a speedy resolution to the Taiwan murder case. And for an unrushed, comprehensive review of Hong Kong’s extradition arrangements.",Mike Rowse
"To Beijing, Hong Kong’s extradition protests are sealing the city’s fate. Can ‘one country, two systems’ survive?. Hong Kong’s million-strong protests are really directed at Beijing, which will tighten its grip on Hong Kong’s elections, and ramp up the city’s economic and political integration. But Hongkongers still have a chance to control their own destiny.",Deng Yuwen
"In trade and tech, the US can do better than throwing a tantrum over losing to an upstart China. Accusations of China cheating while overlooking its massive investments in innovation only makes the US look like a bullying, hectoring superpower nation behaving with ill grace at the slightest whiff of competition.",Fred Hu
"Amid the trade war, Asia cannot count on Chinese stimulus to boost growth this time around. While China’s boost to the property sector in 2016 translated into an increase in commodity imports from emerging Asia, this year’s infrastructure-focused stimulus is unlikely to have the same effect. Meanwhile, trade war headwinds are likely to hit exports from the region.",Patrik Schowitz
"Carrie Lam’s arrogance and the ineffectiveness of her advisers brought her to a political precipice. In her election manifesto, the chief executive promised a new consultative style of governance that is absent in her initial response to opposition to the extradition bill. Her Executive Council must also share the blame for not stepping up sooner to deter Lam from rushing through the bill.",Alice Wu
"The US could make Hong Kong – and China – pay an economic price for the extradition bill. The US-Hong Kong Policy Act has teeth to deter China from violating its commitment to ‘one country, two systems’ in Hong Kong. Beijing needs to remember Hong Kong’s value as a financial centre, especially as the trade war drags on.",Minxin Pei
Hong Kong rioters are sending the wrong message. An impressive peaceful protest has been mired by two days of pitched battles that have played into the hands of both mainland and city officials.,Alex Lo
"Prayuth’s priority must be to rebuild Thailand. Compromise and deal-making are unfamiliar territory for the prime minister, but he has no choice if he wants to be seen to govern fairly",SCMP Editorial
Coordinated effort needed to shore up global economy. The US-China trade war and uncertainty surrounding Brexit demand that nations come up with a circuit breaker to arrest the slide towards recession,SCMP Editorial
"Titanic iceberg of world debt could sink a slowing global economy. Debt levels are rising and the fear is that much of the world’s debts are unrecorded, making for a bigger reckoning than official data suggests. This means a bigger crisis should the global economy slow down",Anthony Rowley
"Five myths about China must be debunked before the trade war with the US can end. Does China force US companies to transfer technology? To what extent does the Communist Party control the Chinese economy? Is Huawei spying for Beijing? Some common misconceptions must be cleared up, before trade negotiations can restart.",Gu Bin
"Like Aung San Suu Kyi, Carrie Lam has let her one weakness overpower her better qualities. The Hong Kong chief executive, who has stressed her Catholic faith and has a long record of being an honest civil servant, has betrayed the expectations of Hongkongers by doing the bidding of Beijing.",Philip Bowring
"High-performers are drawn to marathons and ultramarathons, while joggers jog because we can. Completing a marathon – or ultramarathon – shows the determination it takes to succeed in the boardroom. ‘Joggers’ merely enjoy it, and can spare some extra calories",David Dodwell
"If the extradition bill is not withdrawn, Carrie Lam must resign for the sake of Hong Kong and its people. The chief executive, who once said she would step down if she lost the people’s trust, should honour her pledge. The mass protests against the government’s legal proposal make that clear.",Albert Cheng
"When Hong Kong police hurt our children, rather than protect them, they shatter our trust in good governance. The clash at Admiralty is bringing back the terrors of Tiananmen, as Hong Kong parents beg for their children’s safety. When a city turns the police on its young, it is breaking an implicit social contract with its citizens.",Bertie Wai
"Four reasons quantitative easing is not the solution to the global economy’s problems right now. The damaging effects of the previous rounds of quantitative easing are still being felt in low bond yields, falls in European and American bank shares and increased income inequality. Further monetary policy loosening might convince investors a recession is imminent while a market rally could encourage Trump in his trade war.",Nicholas Spiro
"China must push on with its 5G roll-out. In midst of trade and tech war being waged by the United States, Beijing should confront challenges head on and continue to make huge technological strides.",SCMP Editorial
"Hong Kong’s crisis needs to be defused as chaos and economic woe loom. The spectre of Occupy returned as police and crowds of protesters clashed over the extradition bill, escalating tensions and making a peaceful outcome even more elusive.",SCMP Editorial
"Pain of tariffs and sanctions behind China and Russia’s push to dethrone the US dollar. Russia is looking to launch yuan-denominated bonds, and has agreed with China to work on settling more of their bilateral trade in the yuan or the rouble. Other trading partners suffering from US sanctions and along China’s belt and road map are also open to de-dollarisation.",Donald Gasper
"Chinese youth can’t be blamed for their missing sense of history – they don’t know any better. The patriotic fervour and self-righteous attitude that some overseas Chinese students have displayed, at the expense of other people’s rights and freedoms, is the result of years of imbibing Communist Party propaganda.",Billy Huang
"Money-laundering crackdown is just a way to blame Chinese cash for Vancouver’s unaffordable housing. Documenting the origin of every dollar is impossible and while the newly passed Land Owner Transparency Act may reveal that Chinese are the main buyers of luxury real estate, this is no fodder for money-laundering claims, only for jealousy.",Peter Guy
"Ghosts of Occupy return to haunt Hong Kong. The government has already made concession after concession on the contentious extradition bill but once again, as in 2014, protesters are demanding all or nothing",Alex Lo
"Cancer treatments and support groups are helping, but more cancer prevention is something we really need. The death rate for cancer patients can be brought lower through education and awareness, which will be easier to achieve when we are freer to discuss and educate others about the disease",Amy Wu
"As the extradition row erodes confidence in Hong Kong, Singapore is looking attractive to businesspeople who are quietly moving their money out. Hong Kong’s leader Carrie Lam has, by insisting on pushing through the contentious bill, lost all credibility. More worryingly for the city, perhaps, lawyers, bankers and businesspeople report it is increasingly tough to do international business here.",Richard Harris
"Why Hong Kong’s extradition bill is not just another law to Beijing and Carrie Lam. Both the Chinese and Hong Kong governments seem to be taking the view that the unrest over the extradition bill has been stirred up by external forces. Backtracking on the bill would now be seen as capitulation to the West, not just Hong Kong youth.",Michael Chugani
"Why Donald Trump’s tariffs should not be the concern of the World Trade Organisation. Global bodies should govern problems that concern the whole world or policies that produce economic benefits at home only by harming other nations. If the trade tariffs are either in the national interest as Trump claims or cause the US harm as critics observe, they are legitimate domestic decisions.",Dani Rodrik
"Safety must come first at public swimming pools. Coroner’s recommendations regarding lifeguards following the death of a swimmer should be acted on without delay, even if they involve further spending",SCMP Editorial
"Vulnerability of housing market calls for extra vigilance. Amid uncertainty over US interest rates and White House economic policies, the city with the world’s most unaffordable homes must remain aware of the threat of negative equity and social hardship",SCMP Editorial
"With US elections looming, Donald Trump’s populist but damaging trade war against China is here to stay. In a landscape brutalised by the trade war, there will be no winners. And while it is tempting to believe that Washington and Beijing will see sense, it is politics, not economics, that is at the forefront of the US president’s mind right now.",Nikolaj Schmidt
"China’s promise of responsible belt and road investments is in the hands of its bankers. All along the belt and road, from Myanmar to Peru, ignoring community feedback is costing Chinese investors dearly. China’s banks and financial institutions need to quickly adopt an accountability framework for Chinese investments abroad.",Natalie Bridgeman Fields
"China’s rise means the decline of Hong Kong. With less economic strength the city is no longer considered the goose that lays the golden egg, and in time will not be the premier Chinese city to do business in",Alex Lo
"US-China rivalry – over the South China Sea especially – may be a continuous contest rather than war. While China consolidates its position in Asia, its neighbours and the US are adjusting accordingly. War serves neither side’s interests, especially if they can find ‘focal points’ for negotiation.",William Choong
"Time and again, stock markets reward investors unfazed by their wild swings. With uncertainty at a record high amid the ongoing US-China trade war, it’s worth remembering that analyses of market performances consistently show the need to stay invested throughout the highs and lows.",David Ogilvie
"Hyping the US-China trade war into a cold war is misleading – it’s more complicated, and potentially more dangerous. Unlike in the cold war era, the world isn’t going to split into two sides this time. Instead, it is entering a chaotic period of unprincipled relationships, and countries caught between China and the US are being put on the spot.",Brian P. Klein
"As North Korea doubles down on its nuclear weapons, Trump and the US are stuck with ‘strategic patience’. From the ‘fire and fury’ days of Donald Trump’s opening year as president, the US seems to have come full circle to the Obama era’s approach on North Korea. Slowing the country’s nuclear programme and adjusting militarily to the presence of nuclear weapons on the peninsula are more realistic than demanding complete denuclearisation.",Rob York
"The trade war could leave Huawei smartphones frozen in time without core technology from the US. The crown jewel of Chinese tech will need more than its vaunted ‘wolf culture’ to stay innovative, given the US freeze on technologies that are key to reaching the top of the smartphone game.",Craig Addison
"Protest shows government must work harder to convince public. Following Sunday’s huge turnout against the proposed extradition law, the city’s leader would be wise to engage further in rational debate rather than rushing it through.",SCMP Editorial
"Infrastructure projects must bring benefits, not rivalry. Deal between Sri Lanka, Japan and India to jointly develop Colombo container port should not be seen as competitor to Beijing’s Belt and Road Initiative, but viewed as complementing it.",SCMP Editorial
"Extradition law won’t be worth the resultant loss of market confidence in Hong Kong. As long as Hong Kong’s status as China’s premier international financial centre is valuable to Beijing, local officials should be mindful that they will be making a grave mistake in pushing through the legislation.",David A. Rezvani
"Beijing puts extradition bill first, not Carrie Lam’s political survival. Hong Kong’s leader had got away with so much until Sunday’s mass rally against the controversial fugitive law that has delivered her a shattering blow",Alex Lo
"How China’s Belt and Road Initiative could lead Vietnam away from renewable energy and towards coal. Even as China turns away from coal-fired power domestically, its financial institutions continue to fund coal plants overseas, including in countries like Vietnam, which have great potential for wind and solar power generation.",Gary Sands
"From rare earths to soy, the trade war will force the US and China to diversify supply. The US has started looking into alternative suppliers for the elements that power hi-tech. Beijing has already done the same with soy, and even a trade war resolution won’t stop this process.",Neal Kimberley
"Setting up a central criminal court in China could allay Hong Kong fears over the extradition bill. The China International Commercial Court, set up last year to adjudicate international commercial disputes, offers a possible model to follow. Could a similar court, with its own panel of reputable advisers and lay jurors from outside the mainland, be set up to handle rendition cases from Hong Kong, Macau and Taiwan?",Anthony Neoh
"The trade war shows China’s economic dream is dying. Beijing now has a choice: open up or stagnate. The US is demanding that China change course and, for all its growth and promises, Beijing is in no position to argue: in tech, it still lags at least 10 years behind the US and doesn’t have the depth of skills to produce its own high-end goods.",Graeme Maxton
"US criticism of China rings hollow when America itself has betrayed its own ideals. The Chinese state may have turned its back on political liberalisation, but the US, too, has subverted its own proud traditions. The debate on whose culture is superior is one Trump’s America can’t win.",Robert Delaney
"With e-commerce booming, investors should make space for Asia-Pacific’s biggest warehouse landlord. ESR Cayman, expected to be Hong Kong’s largest initial public offering so far this year, will benefit from high prime logistics yields in Asia-Pacific, growing disposable incomes in China and India, and government support for the logistics industry.",Nicholas Spiro
"Plight of banyan trees is a blot on Hong Kong. It is a reminder that if rules to safeguard heritage are to be meaningful, there must be effective policing and enforcement.",SCMP Editorial
A coordinated global response is needed to defend multilateralism. The world is moving towards a common position against the protectionist onslaught of the Trump administration.,SCMP Editorial
"US Treasury chief is zanier than Humpty Dumpty. Roll over Aristotle – here’s Steven Mnuchin’s logic on currency manipulation: intervening is not intervening, and not intervening is intervening",Alex Lo
"After Hong Kong’s extradition bill is passed, what next?. Getting amendment on the statute book is just the start of government’s problems, with implementation to serve as flashpoint amid cross-strait tensions",Tammy Tam
"US Fed set to lead the way on lower interest rates, and China can benefit from another cut. As global economic conditions grow more worrisome, China should lower interest rates and ramp up spending in key areas such as health, welfare and pensions, thus motivating citizens to save less and get the consumer-driven economy moving.",David Brown
"Donald Trump’s tariffs are big, fat American snake oil meant to win re-election, not solve real problems. The days when the mercurial president seemed to have focused his tariffs on China are long gone. With the election looming, he now sees tariffs as an all-purpose tool to assert his will.",David Dodwell
Countries should accept China’s rise. ,SCMP Editorial
Cowardly petrol bomb attacks on city’s police must be condemned. These brazen acts are a direct challenge to the forces of law and order and those responsible pose a threat to Hong Kong’s peaceful way of life,SCMP Editorial
"Same-sex couple benefits ruling a step forward, but equality remains far off in Hong Kong. Ruling is a giant step forward for LGBT activism, but it is by no means adequate as an answer to calls for progress and equality",Brian YS Wong
"The positive side of trade wars: fewer imports, a smaller carbon footprint and less need for plastic packaging. The prize of a less-connected global economy is, possibly, a more sustainable world, if countries find the incentive to conserve resources, minimise waste and switch to more environmentally efficient ways of living.",Thomas Tang
"China must heed Xi’s call on tackling waste. President stresses key to garbage sorting lies in nurturing good habits, scientific management and a long-term disposal mechanism.",SCMP Editorial
"US on slippery slope as Mexico tariffs show Trump is no deal maker. Already in a trade war with China, the US president has set a dangerous precedent by the mixing of levies with foreign policy issues against his southern neighbour.",SCMP Editorial
"Brace for a global recession unlike any other amid a world polarised by the US and China. The 2019 recession will be different, in a heavily leveraged global economy with already slowing trade – where normal policy tools may no longer work. Post-recession, Asian nations in particular should expect to have to take sides.",Anthony Rowley
"As US-China great power rivalry intensifies, smaller states in Southeast Asia seek a way to thrive, not just survive. From trade to the South China Sea and technology, the US and China increasingly find themselves at odds, with regional countries caught in the middle. Many smaller players are now realising the importance of staying friendly with both but beholden to neither.",Lucio Blanco Pitlo III
"Don’t let prejudice infringe the rights of others. The city’s top court has ruled the government must recognise same-sex marriages legally registered overseas, and it is only fair that local people are granted the same status.",Alex Lo
"As US-China ties sour, Washington is too busy supporting Taipei to celebrate 40 years of relations with Beijing. Beijing may have won over Taipei’s former diplomatic partners, but on the 40th anniversary of official US-China ties it has clearly been out-lobbied and outmanoeuvred in the US capital.",Chi Wang
"Extradition is a critical issue – all Hongkongers, including housewives, are entitled to speak out about it. A lawmaker’s attack on a homemaker’s petition against the government’s extradition bill, suggesting that housewives are politically irrelevant and worthy of ridicule, is profoundly misogynistic.",Alice Wu
"More than a year after China’s ban on waste imports, the world is still learning to clean up after itself. The loss of the world’s No 1 dumping ground has forced some to turn more to recycling and others to find more amenable waste importers. Everywhere, however, minds are being focused on the staggering amounts of rubbish we produce each year.",David Dodwell
"No place in modern China for women’s morality classes that seek to turn the clock back, 70 years after Mao proclaimed equality. Feudal notions of ‘female virtue’, chastity and submissiveness are rearing their ugly heads across the country as more turn to outdated ideas of morality to address a growing discomfort with permissiveness in society.",Lijia Zhang
"Gay marriage a matter for society, not courts. As a senior immigration officer wins his legal battle over spousal benefits for his husband and their right to file a joint tax assessment, Hong Kong must reflect on where it goes from here",SCMP Editorial
"Stronger ties between China and Russia must not leave others out in cold. As two leaders take their nations’ relations to new heights amid damaging US policies, they will also have to ensure good relations with Asia, Europe and beyond",SCMP Editorial
June 4 heralds a re-energised opposition. ,Alex Lo
"The real tragedy behind the Everest traffic jam: climate catastrophe and the capitalist malaise at the heart of contemporary life. Everest is one in a long list of indigenous holy sites that have become commodified and sold to the wealthy. While these experiences are packaged as a chance to get closer to nature, the underlying theme is of conquest.","Gregory Reck,Dinesh Paudel"
"Is the global economy thriving, diving or both? Perhaps quantum theory can help explain. The trade war is hitting manufacturing activity, particularly in South Korea, Taiwan, Japan and Germany, but the services sector, which holds the key to employment and consumption, remains resilient. However, things could change if uncertainties drag on.",Kerry Craig
"The US trade war can’t derail China’s development – here are three reasons why. China’s tech progress has already reached a turning point, its size grants it unusual abilities and its populace is conditioned to be entrepreneurial; the trade war won’t change any of this.",Michael Tai
"Climate change will turn the Earth into the next Titanic unless corporate captains wake up and act quickly. Heads of large corporations, not governments, need to recognise the urgency of the climate crisis and focus on the planet’s long-term survival instead of short-term profit, while economists must factor the cost to the Earth into GDP calculations.",Andrew Sheng
"Carrie Lam may win the battle to pass Hong Kong’s extradition law. But at what cost?. Though not a democracy, Hong Kong is ruled by consultation and consensus. Pushing through the extradition bill against all opposition will upset this understanding and alter the balance of the ‘one country, two systems’ arrangement.",Cliff Buddle
"China and Europe are in a slump, but the US economy is profiting from their pain thanks to low interest rates. American workers’ wages are rising and so is their spending, as poor growth elsewhere means low interest rates and, therefore, bargains everywhere.",Todd G. Buchholz
"Three reasons the ‘Trump bump’ can no longer be counted on to prop up financial markets. Standing up to China is now a bipartisan political strategy and the US president’s unpredictable trade policies are taking a toll on market confidence. So, investors should be cautious, especially as Fed rate cuts are not guaranteed.",Nicholas Spiro
"Scared of falling home equity and the war on money laundering in Vancouver? Tough luck, and get a grip on reality. In a city ranked one of the most unaffordable in the world, some people are actually freaking out about price declines. Meanwhile, others say a crackdown on money laundering and Chinese cash would be ‘catastrophic’.",Ian Young
Cool heads needed as China and US face-off hurts firms even more. Investigation into why FedEx diverted confidential Huawei documents comes as Beijing is draws up its own ‘unreliable entity list’.,SCMP Editorial
Tiananmen vigil message wins in numbers game. The discrepancy in attendance figures provided by organisers of the annual memorial and police is nothing new.,SCMP Editorial
"Hong Kong’s independent judiciary is the ultimate safeguard against extradition fears. Extradition is neither simple nor straightforward and safeguards are in place against a miscarriage of justice, including open court hearings and the right to be heard up to Hong Kong’s Court of Final Appeal.",Bernard Chan
"Huawei just another transaction to Trump. In changing his approach to deals with the Chinese tech giant, which he has portrayed as a global 5G bogeyman, the US president betrays his lack of core beliefs",Alex Lo
"Here’s how Huawei can reverse its fortunes: offer its 5G technology to the world for free. The US and China find themselves backed into a corner in the trade war, but one bold move by Huawei can turn the chess-like impasse into a winning move for the Chinese side.",Richard Harris
Extradition law could ensnare Hongkongers working with mainland Chinese in an unfamiliar legal system. Concerns from the world of accounting and banking demonstrate why a sudden and forced melding of two dissimilar judicial systems is inadvisable for Hong Kong.,Victor C.K. Wai
"Hong Kong badly needs to freshen up its Suzie Wong mystique. Is Sham Shui Po the answer?. Sham Shui Po has potential for tourism, like other gritty areas around the world which have become hip neighbourhoods. But it’s still early days for a district more closely associated with cheap gadgets than trendy shops.",Douglas Young
"The US-China trade war could be a warm-up act for the real conflict over auto tariffs. US tariffs on auto parts from major players such as Germany, Japan, Mexico – and even China – could provoke retaliation that would dwarf the damage caused by Washington’s current conflict with Beijing.",Stephen Olson
"Wary of China, India draws closer to the US – just not too close, as the loss of its special trade status shows. The punitive trade move comes even as the US publicly embraces India as a key partner in its Indo-Pacific strategy against China. The contradictory moves are part of a long and uneasy alliance between the two countries.",C. Uday Bhaskar
Shangri-La Dialogue shows China and US can get priorities right. Talks in Singapore between the two sides as trade and tech wars rage were deemed to be ‘constructive’,SCMP Editorial
"Victory for LGBT community reflects need to update laws. Failure to repeal or amend discriminatory offences since the 1997 handover is believed to have led to the prosecution, conviction and sentencing of homosexuals up to as recently as last year",SCMP Editorial
Costly welfare mistake comes back to haunt. Decision by Leung Chun-ying government to put homes before facilities for childcare and the elderly has given rise to desperate HK$20 billion plan to buy private properties for community use,Alex Lo
"New generation of Hong Kong property tycoons faces greater expectations. Victor Li, Adam Kwok and Adrian Cheng are among the inheritors of Hong Kong’s biggest property conglomerates, at a time when Hongkongers are demanding greater corporate social responsibility and better living solutions.",Francis Neoton Cheung
"Trade war? No, the US and China are vying for technological supremacy, and the markets are catching on. The US implemented tariffs because it sees China as its long-term rival for technological supremacy. This not only means ongoing restrictions on companies like Huawei, but a stark global realignment.",Aidan Yao
"Chinese women in Hong Kong and on the mainland have fewer children than the norm – and they’re fine with that. While pro-natal policies may help remove some obstacles to a higher birth rate, policymakers will find it harder to persuade women to have more babies when they simply don’t want to, possibly because they themselves are from small families.",Lyman Stone
"China’s ban on rare earths didn’t work on Japan and won’t work in the trade war with the US. China is the world’s biggest producer of rare earths but doesn’t have the monopoly on them. After Beijing briefly weaponised them against Tokyo, the Japanese built their own supply chain. China should not use them again, against the US.",Cary Huang
"How Donald Trump misjudged China’s commitment to economic stability and incremental reform as a weakness. China has not deployed all its trade war weapons, not because it doesn’t have them, but because it sees stability as preferable both at home and abroad. Likewise, it would prefer gradual reform.",Prof Zhang Jun
"A century ago, the US rejected Japan as an equal and it is doing the same with China today. The US urge to wage economic war on China has its roots in the American rejection of a rising Japan 100 years ago, a spurning that led, eventually, to the bitter fruit of Pearl Harbour and Hiroshima.",Winston Mok
Face of US arrogance there for all to see. Warning by US State Department official to Hong Kong business group not to deal with Iran smacks of bullying and reflects the type of men who run Washington these days.,Alex Lo
"There is every reason why Beijing must revisit its Tiananmen Square verdict. In failing to recognise the patriotism of the pro-democracy student movement of 1989, China has still not emerged fully from this dark chapter in its history.",SCMP Editorial
Will Modi unleash India’s economic potential or destroy its future with sectarian strife?. There are hopes that Modi will create much-needed jobs and propel economic growth but also fears that he will inflame religious differences and worsen ties with nuclear-armed neighbour Pakistan.,Kevin Rafferty
"It’s not just China – the Trump administration has launched a dangerous war on the global trading order. The trade war is not just a strategy; Trump has a clear ideological enmity for trade deficits with any country, ally or rival. Conveniently, he rarely discusses those countries with whom the US enjoys a surplus in services.",Neal Kimberley
"This June 4, perhaps the US should forget Tiananmen, if we are ever to move on from anger and recrimination. To this day, o one has nailed down precisely what happened between protesters and government troops in Tiananmen Square in 1989. Yet the rumour mill grinds away and disputed memories continue to poison China-US relations.",Tom Plate
"There is no ‘loophole’ in Hong Kong’s current extradition law. Rather, it provides a necessary firewall to protect the legal system. The government must change course on the extradition bill, for the sake of its freedoms and business-friendly reputation. Alternative means of dealing with offenders such as Chan Tong-kai have been proposed and must be considered.",Malcolm Rifkind
"Has Asia’s commercial property bull market peaked? Here are three reasons to suggest it has further to run. Investors are still ploughing money into the Hong Kong office market, for example, even though prime yields are close to three-month US bond yields. Clearly, there’s a lot more money waiting to be deployed across the region.",Nicholas Spiro
"China can still achieve its 6-6.5 per cent growth target – if it acts quickly to resolve the trade war. Beijing needs more overall policy loosening and stimulus measures to meet its goal, and Trump’s overzealous implementation of tariffs is China’s chance to prove itself to be a responsible economic power.",David Brown
"Be flexible on help for low-income families. Households in subdivided flats are to be offered subsidies to improve their living environment, but the government should not be rigid over what the money is spent on or when",SCMP Editorial
"The damaging consequences of US trade and tech war. Unless American policy changes, the deepening protectionism will also impact the reform of China’s economy and make for a gloomy global economic outlook",SCMP Editorial
"Parents, spare your children the humiliation. At the start of every summer, there is the sorry sight of families rushing to the entrances of schools at the last minute like beggars, only to be turned away by unsmiling teachers",Alex Lo
Can a candlelight vigil ignite a political flame? All eyes on June 4 turnout to mark Tiananmen crackdown as Chief Executive Carrie Lam gauges public sentiment over extradition bill. Size of crowd at this year’s June 4 vigil will be gauge of public sentiment to the extradition bill – and the city leader’s political agenda.,Tammy Tam
"Is Hong Kong a great city? A visit to New York showed why it won’t be taking a bite out of the Big Apple any time soon. While Hong Kong, in aiming to be ‘Asia’s world city’, has tried to imitate New York, from its food carts to cultural centres, it lacks the quality and diversity of attractions of the Big Apple and remains a long way behind.",Peter Kammerer
