Title,Summary
Hong Kong staging of Ninagawa’s Macbeth to go ahead despite Japanese director’s death,"Samurai-style adaptation of Macbeth at 1985 Edinburgh Festival set Ninagawa. who has died aged 80, on path to worldwide fame; he adapted most of Shakespeare and ancient Greek tragedies"
Siobhan Haughey named 2019 Asian Female Swimmer of the Year by SwimSwam,The 22-year-old Hong Kong Olympian collects another award to her growing mantelpiece after setting multiple records in another outstanding year
Sydney to Hobart 2019: Shark ruins Sun Hung Kai Scallywag’s hopes as Comanche wins 75th edition of Bluewater Classic,
Sydney Hobart: How smoke from Australia’s bush fires may affect the race – and Scallywag skipper David Witt is not happy,All boats must check in at Green Cape using marine phones or face disqualification but smoke from Australia’s bush fires weakens the signal
Ocean Race ‘disgrace’: Scallywag skipper David Witt slams decision to ignore Hong Kong as ‘a huge mistake’,
Tokyo 2020: Setback for Hong Kong marathon runner Christy Yiu as she pulls out of Asian championships because of injury,
EAFF: Hong Kong meet China for first time since protests began as both teams try to avoid ‘wooden spoon’ in Busan,China coach Li Tie needs to avoid defeat to Mixu Paatelainen’s side in a game that has taken on added significance amid ongoing Hong Kong protests
"Tokyo 2020: Siobhan Haughey no longer star struck, having beaten Katie Ledecky and setting US record for 200m freestyle",Hong Kong’s Tokyo Olympics hope enjoys successful International Swimming League campaign by winning three 200m titles for DC Trident
Tokyo 2020: Hong Kong coach Chris Perry targets two crews in Olympic Games qualifiers,"Chiu Hin-chun and Chan Chi-fung, favourites to reach Tokyo, are gold medal winners at the Asian Championships."
EAFF E-1 Football Championship: Hong Kong lose 2-0 to South Korea in their opening match,Hosts eventually break Hong Kong’s resistance just before the break in front of a sparse crowd at the Busan Asiad Stadium
Pandaland CrossFit Challenge day one recap,"The second of the season's CrossFit Sanctionals kicks off in Chengdu, China and you can follow the day's developments as top athletes like Jacob Heppner and Lucas Harper descend on the east"
Goalkeeper Yapp Hung-fai returns to EAFF Championship 10 years after making his Hong Kong debut,"The 29-year-old has established himself on the Hong Kong team after featuring in the 2010 tournament as a teen as the city play South Korea, Japan and China"
Formula E: Hong Kong E-Prix organisers eye inaugural world championship season in 2020-21,"Governing body FIA has upgraded Formula E to world championship status, joining Formula One, rally, endurance racing, rallycross and karting."
"I’m relieved the World Cup is all over, says Sarah Lee after Hong Kong leg ends without incident",Top rider is delighted the prestigious cycling event went off without a hitch after the city protests had the organisers worried
Sarah Lee in a class of her own as she snatches gold in women’s sprint in Hong Kong leg of World Cup,Hong Kong superstar continues her superb form to take out the women’s sprint title at Tseung Kwan O velodrome for her third straight win in her pet event
"Teenage rider Lee Sze-wing can be Hong Kong’s future star, says coach Shen Jinkang",The 18-year-old takes part in her first home event in the Hong Kong leg of the World Cup series at Tseung Kwan O Velodrome this weekend
Young German guns out to upstage Hong Kong’s Sarah Lee in World Cup series,Treble junior world champion Emma Hinze aims to take revenge after losing to the Hong Kong star twice this month
World Cup cycling organisers hope contingency plans will not be needed as calm returns to Hong Kong,"Overall situation seems to be improving after Sunday’s district council elections, says cycling chief."
UCI Track Cycling World Cup: Dutch world champions opt out of Hong Kong leg but event still on  with organisers upbeat,The Dutch Cycling Union has been closely monitoring Hong Kong’s violent protests.
UFC’s Zhang Weili gives Hong Kong MMA star Ramona Pascual seal of approval for 26-second TKO,"UFC Academy guides Ramona Pascual back to victory after two years out injured, and Chinese strawweight champion is on hand to give her seal of approval."
"Tear gas, a huge fire and tempers flare but Lee Cheuk-yiu keeps his cool to win Hong Kong Open men’s singles title",The 23-year-old manages to keep his composure despite riot police and protesters battling outside the Coliseum as he completes fairy tell ending
Hong Kong’s Siobhan Haughey smashes swimming records in Maryland,The 22-year-old University of Michigan graduate is breaking her own records in the ISL
Zhang Beiwen is getting by just fine (financially) as she reaches semi-finals of badminton’s Hong Kong Open,The 29-year-old mainland-born shuttler laughed off her Crowdfunding experience when she was short of cash trying to compete at the Worlds
"Hong Kong fans observe minute’s silence in memory of Chow Tsz-lok, applaud Bahrain national anthem and boo China anthem",
Hong Kong player Lee Cheuk-yiu earns plaudits for ‘protest’ gesture at Hong Kong Open,The 23-year-old gets huge support from a local forum supporting the ongoing protests and from spectators who watched his game at Hong Kong Coliseum
Hong Kong leg of track cycling world cup leg to go ahead amid unrest,Hong Kong hosts the last leg of the UCI Track Cycling World Cup series.
Tokyo 2020: China’s Lin Dan hopes Hong Kong Open can be a stepping stone for another Olympic campaign,"The 36-year-old Lin is hoping to qualify for the Olympics for the fifth time, having won gold in 2008 and 2012."
Unbeatable Sarah Lee claims another sprint gold in Glasgow leg of World Cup series after keirin disappointment,The Hong Kong favourite is ready to put on a show for local fans in the next round at Tseung Kwan O in late November.
Tokyo 2020: Hong Kong lose out to China in sevens Olympic qualifier final; qualify for last-ditch repechage next year,"Mainland side too strong for Hong Kong, but Iain Monaghan’s team will get a final shot in a 2020 repechage."
"Hong Kong’s Ng On-yee dedicates world title to late teen Poon Ching-chiu, a ‘teammate and friend’ who died aged 18",
Tokyo 2020: Hong Kong stun Kazakhstan to move to the brink of rugby sevens Olympic qualification,Hong Kong now face China for a ticket to Tokyo.
Hong Kong lose to China to close out first day of Olympic qualifying tournament,Iain Monaghan’s charges are unable to match the mainlanders whose mix of size and speed prove too much
Tokyo 2020: watch Hong Kong go for rugby sevens Olympic qualification live in Games qualifier final,Hong Kong play China in the final of the Olympics qualifier for a ticket to Tokyo.
Tokyo 2020: Hong Kong beat Sri Lanka 27-7 in opening game of rugby sevens Olympic qualifier,"Anna Birkett, 17, scores on her debut while Chong Ka-yan touches down three times in their pool clash"
From weight-loss plan to first ever Hong Kong wushu world championships sanda medallist,The 38-year-old veteran still has fire in her belly and is considering the 2022 Asian Games as her next target.
"‘May 19 Incident’, ‘Maracanazo’ and ‘Battle of Old Trafford’ head football matches that have gone down in infamy – and inspired Escape to Victory","Several games have become known by names, such as the ‘Battle of Buffet’ in Manchester United’s long-running feud with Arsenal."
Sarah Lee’s Tokyo 2020 Olympic hopes take a hit after a disappointing fifth in keirin at World Cup cycling series,Hong Kong’s ace sprinter fails to maintain hot streak in Minsk after two World Cup and World Championship wins.
Sarah Lee gears up for Tokyo 2020 with fifth World Cup sprint win in five since Olympic qualification began,The ace sprinter easily beats Anastasia Voynova of Russia in World Cup final in Minsk.
World No 1 Vivian Kong set for new season after speedy recovery from ACL injury,"The top fencer, who remains one of the few Hong Kong medal hopes for next year’s Tokyo Olympics, will feature in opening round of épée World Cup series starting in Estonia on Friday."
"Young Hong Kong snooker player Poon Ching-chiu, 18, dies during training","Teenager dies during a training session at the Hong Kong Sports Institute, shocking the local billiards and snooker fraternity."
"Malaysia’s storytelling cycling hero Azizulhasni regales fans with tales of being ‘crazy’, as tall as ‘Thor’ and refusing to be beaten",
Hong Kong gets boost for 2020 Olympic men’s road cycling race with ‘unexpected’ qualifying spot,"As Japan are hosts of the Tokyo Games, their spot have been given to the Hong Kong team who have maintained a good participation rate at the Olympics"
"Ocean Race: David Witt says ‘probably not’ for next edition, with burden of responsibility weighing on his shoulders",Skipper of Sun Hung Kai/Scallywag says he has a responsibility to the people on board and he’s not ‘jumping out of my skin’ to compete
T20 World Cup: Hong Kong one win away from finals in Australia after three victories in a row,"After losing their first three games, Hong Kong won the next three to finish fourth in their group and reach the play-offs."
Unfair or unjust? Former Hong Kong badminton star Zhou Mi got a raw deal for failing a drugs test,Athens Olympic bronze medallist Zhou Mi was punished for testing positive for clenbuterol in 2010 while Thai player Ratchanok managed to escape suspension for the taking the same substance in April
"Kai Tak Water Sports Centre targets mid-2020 opening, with government set to approve five-year land lease","Hong Kong Water Sports Council vice-chairman Mike Tanner says he expects the Home Affairs Bureau to grant the tenancy within the next few months for centre that will cater to flat-water sports such as dragon boating, rowing, canoeing and life-saving."
Sarah Lee hits top gear as Hong Kong bag four gold medals at Asian Championships,"Hong Kong sprint queen beats Kobayashi in the keirin final, avenging her loss to the Japanese rider in January as women’s madison and men’s scratch also strike gold"
500 rowers to compete in ‘one of the safest big cities in the world’ at 2019 World Rowing Coastal Championships,
Last chance for Hong Kong’s ‘lord of the rings’ Ng as he battles for a place in 2020 Olympics,"With Shek Wai-hung having qualified in the vault, Ng is eager to join his long-time buddy in the Tokyo Games"
"2019 SEA Games: Hong Kong world champion Harry Clarke used to get whipped by Filipino skateboarders, now he is coaching them","He started out on the hills of Sai Kung, Tai Tam and Tai Mo Shan before venturing to the Philippines and Europe: ‘It’s been all downhill since then’."
"Cash injection welcome but details needed, says sports officials after Carrie Lam’s policy address",Carrie Lam promises in her policy address to increase its annual subsidies ‘progressively’ to NSAs to HK$500 million without providing more details
"LeBron James calls out Daryl Morey’s initial pro Hong Kong tweet, then offers clarification on Twitter",The NBA’s dispute with China continue to cause waves as LeBron James says he didn’t think the Houston Rockets general manager was educated enough on subject
Gymnast Shek Wai-hung becomes the fifth Hong Kong athlete to book Tokyo Olympics ticket,The two-time Asian Games men’s vault champion finishes a disappointing seventh in Stuttgart after a poor first effort put paid to his medal chances
"England’s Rebecca Kenna wins inaugural Hong Kong World Women’s Masters title, beating China’s Bai Yulu 4-1 in the final",The world number three emerges triumphant in a tournament that featured the world’s top four players
Young snooker talent forcing veterans to work harder as Hong Kong’s Ng On-yee falls to Chinese teen Bai Yulu in the semi-finals,
China teen Bai Yulu too young to travel alone but is already eyeing world snooker domination,"The 16-year-old world under-21 women’s champion stuns third-ranked Rebecca Kenna, of England, at the Hong Kong World Women’s Masters."
World Cup qualifiers: Hong Kong beaten 2-0 by Iraq in Basra; Paatelainen still winless,"With only one point from three games, coach Mixu Paatelainen is still in search of his first victory for Hong Kong after appointment in April."
"Amid Hong Kong’s sporting cancellations, the world’s top four women are ready to play snooker at Masters in Lai Chi Kok","Hong Kong’s world No 2 Ng On-yee, top-ranked Reanne Evans, Rebecca Kenna and Nutcharut Wongharuthai head the 16-women line-up"
NBA teams close doors in China as Daryl Morey tweet firestorm continues and fans show little sympathy,Los Angeles Lakers and Brooklyn Nets call off their open practices as vendors pull out of events.
‘We love China’: Rockets’ James Harden ‘sorry’ over GM’s Hong Kong tweet,NBA team go into defensive mode after China’s state broadcaster said they were yanking Rockets games from the air and sponsors abandoned them
Hong Kong coach Mixu Paatelainen picks his final 23 squad for tough Iraq in Asian World Cup qualifying,Hong Kong coach selects a mixture of youth and experience for the group C match in the southern Iraqi city of Basra scheduled for Thursday
Rugby World Cup 2019: ‘Japan have lit up the tournament’ – Hong Kong’s top players offer thoughts on tournament so far,The host nation flipping the script on Ireland has thrown the rugby world for a loop.
IAAF World Athletics Championships: China sweeps the podium as Ching hits target in women’s 20km race walk,"Ching finishes 30th in hot and humid Doha conditions, improving on her 35th place in London two years ago."
Hong Kong race walker Ching Siu-nga hoping to beat the heat at world championships in Doha,The 32-year-old will encounter tough conditions with organisers starting the 20km race just before midnight
Hong Kong’s Rugby World Cup 2019 fanzone hits capacity in first three days of tournament,Hongkongers can watch all games live on the big screen by the Observation Wheel until November 2
Tiny Solomon Islands now ranked ahead of Hong Kong in latest Fifa men’s rankings,Mixu Paatelainen’s charges have slipped four places in the table after an underwhelming start to their Asian World Cup qualifying campaign
"Ocean Race: Victoria Harbour ideal stop for fleet and fans in 2021-22, says veteran Hong Kong sailor Karl Kwok",
Hong Kong’s Motin Yeung wins Zhuzhou Classic a day after turning 26,Hongkonger claim his first Tour title since winning the 2018 Kunming Championship.
"Ocean Race: Hong Kong tragedy a learning experience for 11th Hour Racing, says co-skipper Enright; looks forward to next edition",
‘Barbarians’: Hong Kong fans slam China rugby sevens players for ugly challenge after final whistle,"Chinese player Ma Chong barges Ben Rimene to turf in last act of Asian Sevens Series China leg final as Hong Kong beat hosts 14-7, with tempers boiling over."
Hong Kong protests: calls for support for social movement when Hong Kong take on Iran in World Cup qualifiers,Booing China national anthem likely to happen again after fans began the practice in 2015 in the previous World Cup qualifiers.
Hongkonger sets Loch Ness swim record after missing flight and sleeping for just four hours before tackling 36km distance,"Peat makes Scottish loch ‘tastes like whisky’, says Mak Chun-kong after team set unofficialrecord for four-person relay."
Hong Kong protest football fans’ police row shows European clubs’ Asia money spinner is also a minefield,English Premier League side Liverpool make statement to mainland media after supporters’ group social media post.
Hong Kong off to a shaky start as they draw with Cambodia in World Cup opener,"Paatelainen’s charges almost suffer an embarrassing loss against a mainly under-23 side, who were missing three of their star players in Phnom Penh"
Tsun Dai included in Wolverhampton Wanderers’ English Premier League squad for 2019-20 season,Wolves name Hongkonger among five players of Chinese descent eligible for Nuno Espirito Santo to call upon.
Hong Kong v Cambodia: Mixu Paatelainen’s team looks for flying start in World Cup qualifying opener in Phnom Penh,New coach Paatelainen in charge of first competitive game since joining in April
"Come support the Hong Kong World Cup team, says James Ha as they embark in qualifying campaign",Kwoon Chung Southern winger wants Hong Kong people to come out in force for their World Cup qualifiers against Iran at home after playing Cambodia first
"Loch Ness monster, Scotch whisky and a world record attempt lie ahead for Hongkonger leading swimming team to Scotland",Prague-based swimmer is more worried about the Scottish weather than any mythical beasts but keeping an open mind
Hong Kong rugby sevens men’s and women’s teams hunt cup runs in Asia Sevens Series,Both Hong Kong teams are chasing the cup as the enter the second day of the Asia Sevens Series in South Korea
Cricket match-fixing: officials lay down law for Hong Kong players in wake of lifetime ban for Ahmed brothers,Cricket Hong Kong chairman Tony Melloy says the players are clear on their obligations to report illegal approaches from match-fixers.
"Hong Kong clinches gold, two silvers at Para-Badminton World Championships in Basel","Wong Chun-yim becomes men’s doubles champion with Chu Man-kai and wins a singles silver, while Chan Ho-yuen captures another silver in the wheelchair class as he aims to qualify for the 2020 Paralympics in Tokyo."
Hong Kong’s Sarah Lee sends Olympic warning with dominant sprint gold in Japan Cup,"Lee easily defeats potential Olympic rival Morton Stephanie, of Australia, in the final"
Qatar 2022: Hong Kong coach Mixu Paatelainen takes a ‘result first’ attitude as he opts for experience in debut World Cup qualifiers squad﻿,Hong Kong will travel to Cambodia and host Asia’s top team Iran at Hong Kong Stadium in September matches.
Women’s snooker returns to Crucible for Tour Championship but deserves to be more than just a sideshow to men’s game,England’s 12-time world champion Reanne Evans beats Hong Kong’s Ng On-yee in a single-frame Tour Championship final at the home of snooker
Mixu Paatelainen sticks with experience as he names 23-strong Hong Kong World Cup squad,"The Finn has no room for a batch of youngsters as he puts his faith in experience against Cambodia and Iran, the highest Fifa ranked team in Asia"
Ng On-yee eyes historic date with The Crucible; Ex-world No 1 finally takes off for London amid airport protests,"Snooker star says it reminds her of the 2017 Hong Kong Masters, when her flight from London was threatened by a No 8 typhoon signal"
"I’ll get there in the end, says Stephanie Au as she closes in on Olympic qualifying mark",The elegant Hong Kong swimmer equals her 2019 best time in winning the women’s 100m backstroke and is close to reaching the Olympic qualifying time
"I hope to inspire Hong Kong’s next generation of swimmers, says Siobhan Haughey","University of Michigan star swimmer makes a rare appearance at the Hong Kong championships, hoping our young swimmers can one day emulate her success"
Fingerless tennis pro swaps tour life for teaching Hong Kong youngsters and could not be happier,"Born without fingers on his left hand, Brett Hillier didn’t let his handicap stop him turning pro – and now he passes on his life lessons to his students."
"How to watch English Premier League in Hong Kong: channels, bars, times, supporters clubs, streaming",Here’s all the information you need ahead of the start of the new campaign
‘A beautiful stage closes full of great memories’ – former Uruguay and Kitchee striker Diego Forlan announces retirement,"The 2010 Golden Ball winner is calling time on his playing career with his last club being Kitchee, where he scored five goals in seven appearances"
Hong Kong’s Angus Ng blows four championship match points in Thailand Open final defeat,The 25-year-old comes within a whisker of scoring a major upset in Bangkok but must wait longer before he can add to his 2016 Hong Kong Open triumph
Tokyo Olympics setback for Hong Kong star fencer Vivian Kong after ACL knee surgery,The world No 1 female epeeist is expected to be on the sidelines for about six months as her 2020 Tokyo Games plans are thrown into disarray
‘It was four swimmers chasing three medals’: Hong Kong’s Siobhan Haughey reflects on narrow miss at world championships,The 21-year-old Hong Kong native narrowly missed out on a bronze medal in 200m freestyle by two-tenths of a second
Hong Kong protesters could do with IOC president Thomas Bach’s fencing skills since he’s still got it at 65 years old,"The world’s most powerful man in sport gives a young boy a fencing lesson, proving he still has polished skills as a former world-class athlete"
Fina World Championships: Hong Kong’s Siobhan Haughey narrowly misses podium in 200m freestyle,The 21-year-old Hong Kong native is edged out by Sweden’s Sarah Sjoestroem by two-tenths of a second for bronze medal
Could the Guangdong-Hong Kong-Macau Greater Bay Area host a Summer Olympics?,A China Daily column floats a grandiose idea: a Summer Olympics hosted in the Pearl River Delta area.
"FINA World Championships: Hong Kong’s Siobhan Haughey finishes second in first heat of 200m freestyle, advancing to semi-finals","Haughey is competing in the 200m freestyle and the 400m freestyle at the event in Gwangju, South Korea"
Vivian Kong achieves historic bronze at fencing worlds; dedicates it to people of Hong Kong,Left-handed fencer dedicates her bronze to the people of Hong Kong and is looking like a genuine medal chance at next year’s Tokyo Olympics.
How Bruce Lee-inspired series Warrior gave Hong Kong actor Jason Tobin a second life,"A Bruce Lee fan from childhood, Hong Kong actor Jason Tobin took a hardscrabble 25 years to land a leading part in Warrior"
Scallywag skipper David Witt says another Ocean Race tilt only viable with proper preparation and budget – with an aim to win,The Sun Hung Kai-sponsored Hong Kong boat won one leg and finished second in another last time despite limited preparation
"‘I would cry every time I went’: Siobhan Haughey, Hong Kong’s great Olympic hope, once hated the thought of swimming","As the swimming events at the World Aquatics Championships kick off in South Korea, Haughey looks to leave her mark on the big stage."
"The Ocean Race: Hong Kong may be the only Asian stop on 2021-22 edition, says sailing chief Tong Yui-shing",Hong Kong successfully hosted the fleet after leg four of the previous race with local boat Sun Hung Kai/Scallywag taking line honours.
Hong Kong martial arts superstar Donnie Yen reveals past financial struggles – ‘I only had HK$100 to my name’,‘Mulan’ and ‘Ip Man 4’ star tells magazine that he had to borrow money from his production crew to make ends meet but ‘I just look back at my past with a smile’
"Hong Kong top fencer Vivian Kong can medal at the Worlds, says coach Octavian Zidaru",Romanian coach remains confident his protégé can shine on the biggest stage outside the Olympics as she fine-tunes her skills for Budapest tournament
Injury-prone Jessica Lee determined to ‘serve up’ a surprise in Tokyo,Former French chef is making a comeback after suffering a series of falls during the past 12 months but she is determined to secure her berth for Tokyo 2020
Sarah Lee hits out at young riders for ‘not showing enough commitment and determination’,Double world champion is not impressed by the younger generation of cyclists who must show better professionalism if they want to reach the top of sport
Hong Kong’s Tiffany Chan shoots incredible 64 in first round of Thornberry Classic to share 4th spot,Chan shares fourth place after a strong start in Wisconsin as she hits on solid form approaching midway point of the LPGA season.
Distance ace Christy Yiu targets Gold Coast Marathon in bid to qualify for second Olympics,The Rio Olympian will run her first official marathon since the birth of her daughter last year
Marco Fu and Ng On-yee part of Hong Kong effort to rally Asian countries and fight for cue sports in 2022 Hangzhou Games,Two-time gold medallist Marco Fu says it could be his last chance to win a medal at the Asian Games as he calls on Asians to put pressure on organisers
Hong Kong jiu-jitsu team going for gold at Asian Championship – with an eye on a place at the Olympic table,Black belt Viking Wong heads a seven-strong team going to Mongolia with a coveted place on the Hong Kong Committee Olympic the long-term goal.
Hong Kong eventing rider Tom Heffernan Ho on course to qualify for 2020 Tokyo Olympics,The 30-year-old and his horse Tayberry earned two points at the Arville short-course event in Belgium as he looks to secure Asia’s berth in Tokyo
Why China’s top women prefer pool to snooker as England’s Reanne Evans strengthens her status as the best player ever,"Four of the top five players in women’s pool are Chinese, with more tournaments and richer prize money on offer than snooker"
Ng On-yee crashes out to Thai sensation Nutcharut in women’s world snooker quarter-finals,"The three-time world champion takes the first frame but is unable to stop Nutcharut Wongharuthai, who triumphs 4-1 before home crowd in Bangkok"
Hong Kong’s Oscar Coggins wins Asian Triathlon Championship and looks to book Olympic spot,The 19-year-old shows he can more than hang at the top as he triumphs in South Korea in his first year competing at the elite open level
Jealous of Hong Kong: why Ng On-yee and her teammates are the aristocrats and envy of the women’s world tour, Multiple world champion Reanne Evans took to social media to find sponsors while Hong Kong players are full-time athletes and are fully funded
Women’s PGA Championship: double-bogey costs Hong Kong’s Tiffany Chan dear in first round,"Tied for fourth heading into the 17th hole, Chan double bogeyed on the par three and ended one-over-par"
11-year-old Russian snooker sensation youngest to win a match at the women’s world championship,"Ksenia Zhukova confidently overcomes Malaysia’s Tan Shok Shea while her teammate Aleksandra Riabinina, 13, comes close"
Hong Kong boxer Rex Tso receives eight stitches on forehead after losing amateur fight in Shanghai,The ‘Wonder Kid’ is taken out of the ring on a stretcher and rushed to hospital after suffering the injury in his first defeat in more than eight years.
Floyd Mayweather in Hong Kong to discuss potential mega-money exhibition fight,"Unbeaten boxer is holding talks with DEF Promotions over the possibility of staging an exhibition here in the future, after visiting Tokyo a few days ago."
Ng On-yee leads record seven-strong Hong Kong assault on Bangkok for inaugural snooker World Cup and World Championship,Defending world champion Ng is seeking her fourth world title and will partner Ho Yee-ki in the team World Cup
Siobhan Haughey shatters another Hong Kong record in her last race of Mediterranean series,The 21-year-old opts out of 100m freestyle she won in previous leg in Monaco but breaks a 12-year-old Hong Kong record in the 400
Unstoppable Siobhan Haughey makes it a double in Monaco with two more Hong Kong records,"More national records tumble as US-based Haughey underlines her pedigree ahead of upcoming world championships, as Stephanie Au seals backstroke bronze"
Lin Gaoyuan hoping for 2020 Olympics spot after taking two titles at Hong Kong Open,The 24-year-old from Shenzhen defeats Japanese young gun Tomokazu Harimoto 4-2 in the men’s singles final having earlier won the doubles
Hong Kong’s Siobhan Haughey defeats Olympic champion to make history at prestigious Mare Nostrum Series in Monaco,Hong Kong swimmer beats Olympic champion Katinka Hosszu in 200m freestyle
Hong Kong Open: defending champions Wong and Doo secure vital win over Japanese table tennis rivals,The home favourites defeat Japanese mixed doubles Olympic hopes in Wan Chai
Volleyball’s ‘Ronaldo and Messi’ on collision course when Zhu Ting’s China meet Paola Egonu’s Italy in Hong Kong,Italy coach Davide Mazzanti describes rival spikers Zhu Ting and Paola Egonu as ‘Superman vs Batman’ ahead of huge clash between China and Italy.
Zhu Ting proves she is China’s biggest athlete at Hong Kong Volleyball Nations League,"National team skipper has won with club and country, taking MVP titles along the way"
Zhu Ting leads China to a winning start in women’s volleyball Nations League in Hong Kong,The Rio Olympic champions brush aside perennial rivals Japan in straight sets in their first match while Italy down the Netherlands in the night’s other match.
Bangkok is about to show Hong Kong what a real ‘benchmark in sports and entertainment’ looks like,While the government’s price tag for new Kai Tak Sports Park is certainly great – at HK$32 billion – the end design is underwhelming at best thanks to the political realities of Hong Kong
Lunar New Year Cup set for a boost after increased funding makes HK$10 million available to attract bigger clubs,Vice chairman Pui Kwan-kay wants stronger teams for Lunar New Year Cup with government financial backing
Did MMA originate in Hong Kong? Bruce Lee character in new Quentin Tarantino movie inspires investigation into roots of sport,"SCMP launches an investigation into Bruce Lee, who was part of a vibrant fighting scene in the city long before the dawn of UFC, and the roots of what is now known as MMA"
"Wind, not water pollution, is main concern for Hong Kong rowers at Tokyo’s Olympic venue","Coach Chris Perry is preparing his rowers for the Olympic qualifying programme, hoping for success at least lightweight doubles and singles"
Hong Kong faces stiff competition from Chinese cities to bring back sailing’s Ocean Race in 2022,The next edition of the race will begin in Alicante in 2021 and come to Asia in early 2022
Autistic Special Olympian calls for fair insurance cover for disabled athletes,"Kurtis Jon Siu competes in the Special Olympics in a range of sports, but has always struggled to find the same coverage his fully abled counterparts receive"
Raymond Poon’s latest loss is another savage blow to Hong Kong boxing,"The 23-year-old is at a career crossroads after losing his second professional fight, this time against a 20-year-old southpaw from Guiyang province"
Karate Olympic hopeful Grace Lau strikes gold to the delight of her mother,"Lau, who is hoping to qualify for Tokyo, is third in the point standings for the Olympic qualifiers as mother watches in the stands after winning display"
Viu TV will show some Euro 2020 matches for free after Now TV secures live broadcasts rights for Hong Kong,"All 51 matches from 2020 Uefa European Championship to be broadcast live on Now TV in Hong Kong, with free-to-air channel Viu TV getting some games."
"I can match the world’s best in two years’ time, says figure skater Christy Leung Yi after Saitama sensation","The 16-year-old talent, who trains in the United States, dominates senior category at Hong Kong championships after shining at Worlds in Japan"
Fencing star Vivian Kong’s reign at the top ends as she slips to No 3,The 25-year-old is beaten in the quarter-finals of the Cali Grand Prix by China’s Sun Yiwen but only four points separate the world’s top three fencers
Hong Kong lacrosse star Kelvin Mak Ho-chun off to Canada to learn indoor game,The men’s team captain will try to soak up knowledge on the indoor game before competing in the world championships this summer
Curry-loving Ng On-yee ‘blessed’ by Chandigarh as she reclaims Asian snooker title,The reigning world champion says there’s something magical about the Indian city as she reclaims Asian crown after stopping challenge of China’s Bai Yulu
Gateshead FC on the brink – Hong Kong-owned National League club for sale for £1 but miss out on English Football league dream,Season ends on Saturday with club’s future in the balance as two takeover bids falter amid delays involving signature and accounts
"With a world-class sports park, Hong Kong should aspire to nothing less than an Asian Games",The HK$30 billion Kai Tak park is the government’s most important investment in sports infrastructure
Better than London’s Olympic Park? Designers rave about new Kai Tak Sports Park,Design firm Populous says HK$30 billion project sets a new benchmark in a ‘park for all’
Kai Tak Sports Park operator to be hit with huge fines for failing to fill facilities; HK$4.3m per day for construction delay,"Operator of Sports Park, set to be opened in 2023, can be hit with HK$500,000 fine for not meeting usage requirements"
Our Notre Dame: Hong Kong cycling hero Sarah Lee joins volunteers clean up wet Tseung Kwan O Velodrome,Torrential rain caused flooding in the venue after the rooftop opened because of a false fire alarm
Hong Kong Lacrosse Open: hosts kick off campaign with defence of men’s and women’s crowns the top priority,The annual Hong Kong showpiece has quickly become one of the most competitive tournaments in the region
"Closing gap on men is Hong Kong snooker star Ng On-yee’s key focus despite losing No 1 ranking, says coach Wayne Griffiths","The 28-year-old proves against Alan McManus that she is making progress, although England’s Reanne Evans has regained the top ranking"
"I knew Tiger Woods would win the Masters – now for a comeback of my own, says Hong Kong golf star Tiffany Chan",The 25-year-old US-based golfer says she was inspired by the American’s triumph at Augusta
Hong Kong’s Siobhan Haughey awarded ‘highest honour’ by University of Michigan after Big Ten heroics,The 21-year-old becomes one of just three Michigan swimmers to receive honour just a few days after setting a new Hong Kong record
Singapore Sevens: South Africa beat Fiji in final as Hong Kong settle for 14th place,Blitzboks prevail 20-19 to strengthen their hopes of an automatic place in the 2020 Tokyo Olympic Games
Siobhan Haughey secures Tokyo 2020 qualification as she breaks her own national record with lightning fast showing,
"‘One day, the ladies will be able to compete against the men,’ says snooker queen Ng On-yee after narrow defeat at Worlds",The 28-year-old reigning world women’s champion had former Masters champion McManus against the ropes before losing 10-6 in a much-improved performance in Sheffield
Liverpool and Borussia Dortmund Legends to lock horns in Hong Kong clash,Two sides will clash at Hong Kong Stadium on June 8 after the last legends clash between the two ended in a 3-2 win for the German side
"Bruce Lee inspired TV series Warrior opens to positive reviews, ‘punching above its weight’","Inspired by an eight page treatment Bruce Lee’s daughter Shannon found, the story was originally supposed to star the kung fu legend himself."
Jackie Chan inspires ex-world champion Ken Doherty after a night out singing karaoke ... and playing snooker,"Irishman, who won the world title in 1997, enjoyed company with the martial arts idol in Hong Kong last weekend before winning in Beijing on Tuesday"
Hong Kong Rugby 10s: catch all the action live from Sports Road,Best teams in 10s rugby battling it out for place in Thursday’s Cup
"Hong Kong doesn’t need to resort to superstition for its next Olympic medals, it has three of the world’s best heading to Tokyo","Sarah Lee, Siobhan Haughey and Vivian Kong all offer genuine medal hopes in their respective sports"
Sarah Lee sprints to another honour at Hong Kong Sports Stars Awards,
‘It’s understandable they say I’m strange’: Hong Kong’s top ice swimmer explains why he loves the cold so much,"The 32-year-old Mak Chun-kong says people think what he does is strange, but he loves it regardless"
Hong Kong fencing star Vivian Kong likely to keep world No 1 spot despite another disastrous outing,
Marshal’s mistake: ‘Stingray’ denied almost certain victory in HK50 West,
Sarah Lee Wai-sze is a shoo-in for best Hong Kong athlete of 2018 award – sorry Ng On-yee,Track rider set to beat women’s snooker world champion Ng On-yee at Cathay Pacific 2018 Sports Stars Awards on Tuesday.
